player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Jose Altuve,75YA-JA,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,75 Years Die Cut Autograph,False
Jeff Bagwell,75YA-JB,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,75 Years Die Cut Autograph,False
Johnny Bench,75YA-JBE,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,75 Years Die Cut Autograph,False
Jac Caglianone,75YA-JCA,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,75 Years Die Cut Autograph,True
Jackson Chourio,75YA-JCH,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,75 Years Die Cut Autograph,False
Jazz Chisholm Jr.,75YA-JCJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
José Ramírez,75YA-JRA,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,75 Years Die Cut Autograph,False
Julio Rodríguez,75YA-JROD,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,75 Years Die Cut Autograph,False
Joey Votto,75YA-JV,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,75 Years Die Cut Autograph,False
Jason Varitek,75YA-JVA,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,False
Ken Griffey Jr.,75YA-KG,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,75 Years Die Cut Autograph,False
Kyle Tucker,75YA-KT,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,75 Years Die Cut Autograph,False
Larry Walker,75YA-LW,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,75 Years Die Cut Autograph,False
Michael Harris II,75YA-MH,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
Manny Machado,75YA-MMA,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,75 Years Die Cut Autograph,False
Mark McGwire,75YA-MMC,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,75 Years Die Cut Autograph,False
Mike Piazza,75YA-MP,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,75 Years Die Cut Autograph,False
Mike Schmidt,75YA-MS,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,75 Years Die Cut Autograph,False
Mike Trout,75YA-MT,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,75 Years Die Cut Autograph,False
Nolan Arenado,75YA-NA,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,75 Years Die Cut Autograph,False
Nomar Garciaparra,75YA-NG,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,False
Nolan Ryan,75YA-NRY,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,75 Years Die Cut Autograph,False
Ozzie Smith,75YA-OS,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,75 Years Die Cut Autograph,False
Pete Alonso,75YA-PA,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,75 Years Die Cut Autograph,False
Paul Molitor,75YA-PMO,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,75 Years Die Cut Autograph,False
Paul O'neill,75YA-PO,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
Paul Skenes,75YA-PS,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,75 Years Die Cut Autograph,False
Roman Anthony,75YA-RA,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,True
Ronald Acuña Jr.,75YA-RAJ,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
Roger Clemens,75YA-RC,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,False
Reggie Jackson,75YA-REG,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,75 Years Die Cut Autograph,False
Randy Johnson,75YA-RJ,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,75 Years Die Cut Autograph,False
Reggie Jackson,75YA-RJA,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
Randy Johnson,75YA-RJO,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,75 Years Die Cut Autograph,False
Robin Yount,75YA-RY,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,75 Years Die Cut Autograph,False
Shohei Ohtani,75YA-SO,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,75 Years Die Cut Autograph,False
Sammy Sosa,75YA-SSO,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,75 Years Die Cut Autograph,False
Tom Glavine,75YA-TG,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
Vladimir Guerrero,75YA-VG,2026 Topps Series 1 Baseball,2026,Baseball,Montréal Expos,Auto,75 Years Die Cut Autograph,False
Wade Boggs,75YA-WB,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,False
Will Clark,75YA-WC,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,75 Years Die Cut Autograph,False
Yoshinobu Yamamoto,75YA-YY,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,75 Years Die Cut Autograph,False
Bryce Harper,ST-MOH,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Signature Tunes Dual Autograph,False
Shad Mayfield,FP-1,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,First Pitch Autograph,False
Kelvin Sampson,FP-2,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,First Pitch Autograph,False
Caroline Marks,FP-3,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,First Pitch Autograph,False
Kevin Negandhi,FP-4,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,First Pitch Autograph,False
Jesse Eisenberg,FP-5,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,First Pitch Autograph,False
Tony Hawk,FP-6,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,First Pitch Autograph,False
Jackie Hornung,FP-7,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,First Pitch Autograph,False
Alysha Newman,FP-8,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,First Pitch Autograph,False
Mannie Fresh,FP-9,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,First Pitch Autograph,False
Baxter,M-1,2026 Topps Series 1 Baseball,2026,Baseball,Baxter,Auto,Mascots Autograph,False
Wally the,M-2,2026 Topps Series 1 Baseball,2026,Baseball,Green Monster,Auto,Mascots Autograph,False
Mascot,M-3,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Mascots Autograph,False
Dinger,M-4,2026 Topps Series 1 Baseball,2026,Baseball,Dinger,Auto,Mascots Autograph,False
Bernie Brewer,M-5,2026 Topps Series 1 Baseball,2026,Baseball,Bernie Brewer,Auto,Mascots Autograph,False
Rosie Red,M-6,2026 Topps Series 1 Baseball,2026,Baseball,Rosie Red,Auto,Mascots Autograph,False
Mr. Red,M-7,2026 Topps Series 1 Baseball,2026,Baseball,Mr. Red,Auto,Mascots Autograph,False
Mariner Moose,M-8,2026 Topps Series 1 Baseball,2026,Baseball,Mariner Moose,Auto,Mascots Autograph,False
Sluggerrr,M-9,2026 Topps Series 1 Baseball,2026,Baseball,Sluggerrr,Auto,Mascots Autograph,False
Mr. Met,M-11,2026 Topps Series 1 Baseball,2026,Baseball,Mr. Met,Auto,Mascots Autograph,False
Rangers Captain,M-12,2026 Topps Series 1 Baseball,2026,Baseball,Rangers Captain,Auto,Mascots Autograph,False
Mrs. Met,M-14,2026 Topps Series 1 Baseball,2026,Baseball,Mrs. Met,Auto,Mascots Autograph,False
Paws,M-15,2026 Topps Series 1 Baseball,2026,Baseball,Paws,Auto,Mascots Autograph,False
Mascot,M-16,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Mascots Autograph,False
Pirate Parrot,M-17,2026 Topps Series 1 Baseball,2026,Baseball,Pirate Parrot,Auto,Mascots Autograph,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Flagship Real One Autograph,False
Jonah Tong,4,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Flagship Real One Autograph,True
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Flagship Real One Autograph,True
Payton Tolle,15,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Flagship Real One Autograph,True
Ryan Ritter,18,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,Flagship Real One Autograph,True
Vladimir Guerrero Jr.,20,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Flagship Real One Autograph,False
Nathan Church,24,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Flagship Real One Autograph,True
Carson Williams,25,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Flagship Real One Autograph,True
C.J. Kayfus,35,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,Flagship Real One Autograph,True
Jakob Marsee,37,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Auto,Flagship Real One Autograph,True
Grant Taylor,49,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Flagship Real One Autograph,True
Ronald Acuña Jr.,50,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Flagship Real One Autograph,False
Jimmy Crooks,73,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Flagship Real One Autograph,True
Alex Freeland,74,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Flagship Real One Autograph,True
Nick Kurtz,97,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Flagship Real One Autograph,False
Paul Skenes,100,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Flagship Real One Autograph,False
Samuel Basallo,104,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Flagship Real One Autograph,True
Cam Schlittler,111,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Flagship Real One Autograph,True
Yanquiel Fernández,116,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,Flagship Real One Autograph,True
Francisco Lindor,123,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Flagship Real One Autograph,False
Andrew McCutchen,131,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Flagship Real One Autograph,False
Brice Matthews,132,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,Flagship Real One Autograph,True
Jac Caglianone,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,Flagship Real One Autograph,True
Cal Raleigh,140,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Flagship Real One Autograph,False
Julio Rodríguez,146,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Flagship Real One Autograph,False
Christian Moore,147,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Flagship Real One Autograph,True
Jacob Melton,148,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,Flagship Real One Autograph,True
Elly De La Cruz,150,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,Flagship Real One Autograph,False
Drew Gilbert,155,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Flagship Real One Autograph,True
Colson Montgomery,157,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Flagship Real One Autograph,True
Brady House,170,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,Flagship Real One Autograph,True
Otto Kemp,187,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Flagship Real One Autograph,True
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Flagship Real One Autograph,True
Shohei Ohtani,200,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Flagship Real One Autograph,False
Kyle Teel,201,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Flagship Real One Autograph,True
Jack Perkins,206,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Flagship Real One Autograph,True
Owen Caissie,233,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Flagship Real One Autograph,True
Didier Fuentes,243,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Flagship Real One Autograph,True
Bubba Chandler,283,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Flagship Real One Autograph,True
Michael Harris II,310,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Flagship Real One Autograph,False
Chase Burns,312,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,Flagship Real One Autograph,True
Corbin Carroll,314,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,Flagship Real One Autograph,False
Troy Johnston,317,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Auto,Flagship Real One Autograph,True
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Flagship Real One Autograph,False
Roki Sasaki,66,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Flagship Real One Autograph,False
Coby Mayo,72,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Flagship Real One Autograph,False
Kristian Campbell,125,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Flagship Real One Autograph,False
Spencer Schwellenbach,306,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Flagship Real One Autograph,False
Adrian Beltré,91C-1,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Chrome Autograph,False
Junior Caminero,91C-2,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,1991 Topps Chrome Autograph,False
Corbin Carroll,91C-3,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,1991 Topps Chrome Autograph,False
Riley Greene,91C-4,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,1991 Topps Chrome Autograph,False
Bo Jackson,91C-5,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Chrome Autograph,False
Jac Caglianone,91C-6,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Chrome Autograph,True
Dansby Swanson,91C-7,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Chrome Autograph,False
Vladimir Guerrero,91C-9,2026 Topps Series 1 Baseball,2026,Baseball,Montréal Expos,Auto,1991 Topps Chrome Autograph,False
David Ortiz,91C-10,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Chrome Autograph,False
Owen Caissie,91C-11,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Chrome Autograph,True
Chipper Jones,91C-12,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Chrome Autograph,False
Albert Pujols,91C-13,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Chrome Autograph,False
Nolan Ryan,91C-14,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Chrome Autograph,False
Brady House,91C-15,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,1991 Topps Chrome Autograph,True
Gunnar Henderson,91C-16,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Chrome Autograph,False
Jose Altuve,91C-17,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Chrome Autograph,False
Yoshinobu Yamamoto,91C-18,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Chrome Autograph,False
Bobby Witt Jr.,91C-19,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Chrome Autograph,False
Otto Kemp,91C-20,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Chrome Autograph,True
Mike Schmidt,91C-22,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Chrome Autograph,False
Jhostynxon Garcia,91C-23,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Chrome Autograph,True
Tarik Skubal,91C-24,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,1991 Topps Chrome Autograph,False
Ichiro,91C-25,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Chrome Autograph,False
Rafael Devers,91C-26,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,1991 Topps Chrome Autograph,False
Colson Montgomery,91C-27,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Chrome Autograph,True
Grant Taylor,91C-28,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Chrome Autograph,True
Don Mattingly,91C-29,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Chrome Autograph,False
Samuel Basallo,91C-30,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Chrome Autograph,True
Andrew McCutchen,91C-31,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,1991 Topps Chrome Autograph,False
Ozzie Smith,91C-32,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Chrome Autograph,False
Trea Turner,91C-33,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Chrome Autograph,False
Jonah Tong,91C-34,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,1991 Topps Chrome Autograph,True
C.J. Kayfus,91C-36,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,1991 Topps Chrome Autograph,True
Barry Larkin,91C-37,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Chrome Autograph,False
Chase Burns,91C-38,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Chrome Autograph,True
Paul Skenes,91C-39,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,1991 Topps Chrome Autograph,False
Pedro Martinez,91C-41,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Chrome Autograph,False
Mike Trout,91C-42,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,1991 Topps Chrome Autograph,False
Ronald Acuña Jr.,91C-43,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Chrome Autograph,False
Nathan Church,91C-45,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Chrome Autograph,True
Nolan Arenado,91C-46,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Chrome Autograph,False
Mark McGwire,91C-49,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Chrome Autograph,False
Yordan Alvarez,91C-50,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Chrome Autograph,False
Ken Griffey Jr.,91C-51,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Chrome Autograph,False
Carson Whisenhunt,91C-52,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,1991 Topps Chrome Autograph,True
Craig Biggio,91C-53,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Chrome Autograph,False
Jacob Misiorowski,91C-54,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Chrome Autograph,True
Fernando Tatis Jr.,91C-55,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,1991 Topps Chrome Autograph,False
Alex Freeland,91C-56,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Chrome Autograph,True
Corey Seager,91C-58,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Chrome Autograph,False
Roman Anthony,91C-60,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Chrome Autograph,True
Kyle Teel,91C-61,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Chrome Autograph,True
Julio Rodríguez,91C-62,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Chrome Autograph,False
Cal Ripken Jr.,91C-63,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Chrome Autograph,False
Parker Messick,91C-64,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,1991 Topps Chrome Autograph,True
Byron Buxton,91C-65,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,1991 Topps Chrome Autograph,False
Frank Thomas,91C-66,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Chrome Autograph,False
Shota Imanaga,91C-67,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Chrome Autograph,False
Robin Yount,91C-68,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Chrome Autograph,False
Jacob Melton,91C-69,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Chrome Autograph,True
Brice Matthews,91C-70,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Chrome Autograph,True
Jackson Chourio,91C-71,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Chrome Autograph,False
Vladimir Guerrero Jr.,91C-72,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,1991 Topps Chrome Autograph,False
Derek Jeter,91C-73,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Chrome Autograph,False
